input,target
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0""","""Algoritmo conversion"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
"""1 1 1 0 0  1 ""","""Algoritmo conversion FinAlgoritmo"""
